drug_name,conc,ICaL_IC50,ICaL_h,IK1_IC50,IK1_h,IKs_IC50,IKs_h,INa_IC50,INa_h,INaL_IC50,INaL_h,Ito_IC50,Ito_h,hERG_IC50,hERG_h
terfenadine,4,667.1,0.6714,NA,NA,NA,NA,1287,3.83,18350,0.6551,NA,NA,12.62,0.584
terfenadine,4,745.4,0.6284,NA,NA,NA,NA,2184,2.03,9529,0.6971,NA,NA,13.32,0.6822
terfenadine,4,675.1,0.6884,NA,NA,NA,NA,1995,1.943,15540,0.6902,NA,NA,24.33,0.7782
terfenadine,4,649.7,0.6291,NA,NA,NA,NA,1492,2.561,32680,0.4951,NA,NA,25,0.6508
terfenadine,4,680.3,0.6625,NA,NA,NA,NA,1553,2.98,26480,0.5683,NA,NA,16.09,0.698
terfenadine,4,750.2,0.6456,NA,NA,NA,NA,1070,7.119,19720,0.6161,NA,NA,13.86,0.5074
terfenadine,4,703.3,0.6515,NA,NA,NA,NA,4326,0.862,18620,0.5869,NA,NA,17.54,0.6442
terfenadine,4,620.2,0.7209,NA,NA,NA,NA,4574,0.8881,26080,0.5804,NA,NA,13.88,0.5732
terfenadine,4,700.2,0.6912,NA,NA,NA,NA,5063,1.163,16530,0.6068,NA,NA,15.19,0.4553
terfenadine,4,712.4,0.6559,NA,NA,NA,NA,1464,2.998,19920,0.575,NA,NA,17.49,0.5201
terfenadine,4,724.8,0.6505,NA,NA,NA,NA,1277,3.999,309100,0.3468,NA,NA,26.65,0.6215
terfenadine,4,595.8,0.6721,NA,NA,NA,NA,2152,1.764,20380,0.5658,NA,NA,22.57,0.7548
terfenadine,4,660.9,0.7202,NA,NA,NA,NA,1585,2.766,17710,0.6934,NA,NA,23.19,0.7095
terfenadine,4,672.6,0.6999,NA,NA,NA,NA,1169,4.841,7078,0.9276,NA,NA,26.38,0.7454
terfenadine,4,713.9,0.6474,NA,NA,NA,NA,2405,1.52,36930,0.5536,NA,NA,18.89,0.4437
terfenadine,4,728,0.663,NA,NA,NA,NA,3183,1.256,137200,0.3971,NA,NA,21.24,0.579
terfenadine,4,659.8,0.6987,NA,NA,NA,NA,2578,1.595,176700,0.3607,NA,NA,18.82,0.5161
terfenadine,4,721.4,0.6556,NA,NA,NA,NA,1907,1.848,29860,0.5584,NA,NA,15.47,0.6341
terfenadine,4,695.9,0.6348,NA,NA,NA,NA,1234,4.664,3357,1.29,NA,NA,14.91,0.5009
terfenadine,4,729.9,0.6219,NA,NA,NA,NA,1496,2.725,2807,1.514,NA,NA,17.33,0.5721
terfenadine,4,707.5,0.6519,NA,NA,NA,NA,1740,2.286,3331,1.428,NA,NA,24.83,0.5775
terfenadine,4,645.5,0.6591,NA,NA,NA,NA,1457,3.185,2180,1.766,NA,NA,17.82,0.4921
terfenadine,4,649.3,0.63,NA,NA,NA,NA,1583,2.826,2870,1.66,NA,NA,16.88,0.3823
terfenadine,4,607.8,0.6658,NA,NA,NA,NA,4485,1.064,2729,1.651,NA,NA,18.09,0.6353
terfenadine,4,613.1,0.6751,NA,NA,NA,NA,2651,1.412,2911,1.607,NA,NA,18.5,0.7577
terfenadine,4,610.1,0.7631,NA,NA,NA,NA,1340,3.309,2733,1.598,NA,NA,16.37,0.5385
terfenadine,4,721.7,0.6004,NA,NA,NA,NA,10510,0.6783,2619,1.537,NA,NA,17.25,0.6467
terfenadine,4,795.3,0.6431,NA,NA,NA,NA,8173,0.962,3600,1.387,NA,NA,20.78,0.6498
terfenadine,4,755.4,0.6057,NA,NA,NA,NA,8019,0.8783,47070,0.5253,NA,NA,21.93,0.6144
terfenadine,4,686.6,0.6993,NA,NA,NA,NA,7564,0.9012,67310,0.486,NA,NA,16.9,0.8153
terfenadine,4,707.4,0.602,NA,NA,NA,NA,7564,0.9012,19080,0.6136,NA,NA,17.73,0.6723
terfenadine,4,758.8,0.6246,NA,NA,NA,NA,7564,0.9012,25680,0.5821,NA,NA,24.24,0.5377
terfenadine,4,723.4,0.7049,NA,NA,NA,NA,5211,1.159,3879,1.257,NA,NA,10.79,0.5396
terfenadine,4,728.3,0.5902,NA,NA,NA,NA,4228,0.9231,5293,0.9892,NA,NA,20.3,0.5229
terfenadine,4,770.2,0.6203,NA,NA,NA,NA,1761,2.297,6891,0.9062,NA,NA,15.59,0.4906
terfenadine,4,669.6,0.6848,NA,NA,NA,NA,1134,4.744,29680,0.5887,NA,NA,19.03,0.4925
terfenadine,4,770.1,0.6339,NA,NA,NA,NA,1185,5.072,28260,0.5202,NA,NA,13.54,0.4805
terfenadine,4,703.3,0.7154,NA,NA,NA,NA,1037,6.571,5507,1.044,NA,NA,25.19,0.5917
terfenadine,4,744.2,0.6549,NA,NA,NA,NA,1100,6.241,7772,0.9231,NA,NA,18.65,0.6448
terfenadine,4,696.3,0.6669,NA,NA,NA,NA,1036,6.456,12430,0.6533,NA,NA,16.46,0.5037
terfenadine,4,709.2,0.6636,NA,NA,NA,NA,1191,4.99,23520,0.5788,NA,NA,18.05,0.5651
terfenadine,4,690,0.6137,NA,NA,NA,NA,1588,2.637,7804,0.9171,NA,NA,17.05,0.5113
terfenadine,4,757.8,0.6386,NA,NA,NA,NA,1428,3.038,13060,0.7831,NA,NA,20.91,0.4771
terfenadine,4,601.4,0.7007,NA,NA,NA,NA,1307,3.865,41080,0.4908,NA,NA,26.89,0.4956
terfenadine,4,780.7,0.6191,NA,NA,NA,NA,1172,5.358,17870,0.583,NA,NA,14.86,0.5507
terfenadine,4,731.7,0.6,NA,NA,NA,NA,1698,2.201,11190,0.6954,NA,NA,20.06,0.5132
terfenadine,4,653.7,0.7239,NA,NA,NA,NA,1217,3.83,6504,0.9053,NA,NA,15.72,0.4865
terfenadine,4,743.2,0.6715,NA,NA,NA,NA,1309,3.797,8254,0.9262,NA,NA,16.42,0.6351
terfenadine,4,682.5,0.69,NA,NA,NA,NA,1309,3.797,5315,0.9116,NA,NA,18.99,0.6854
terfenadine,4,629.9,0.6454,NA,NA,NA,NA,1633,2.536,14440,0.7218,NA,NA,15.03,0.5872
terfenadine,4,752.4,0.6347,NA,NA,NA,NA,2622,1.519,14730,0.6492,NA,NA,21.98,0.506
terfenadine,4,746.5,0.6306,NA,NA,NA,NA,1770,2.613,12090,0.7345,NA,NA,25.33,0.4836
terfenadine,4,707,0.6488,NA,NA,NA,NA,2046,1.858,6072,0.8914,NA,NA,22.62,0.6928
terfenadine,4,727.9,0.6833,NA,NA,NA,NA,1802,2.792,25460,0.5546,NA,NA,16.2,0.4066
terfenadine,4,740.1,0.661,NA,NA,NA,NA,1464,3.066,28580,0.5222,NA,NA,19.84,0.4227
terfenadine,4,774.4,0.5898,NA,NA,NA,NA,1337,3.539,12630,0.6667,NA,NA,27.51,0.5353
terfenadine,4,636.3,0.689,NA,NA,NA,NA,1192,4.767,94320,0.4142,NA,NA,14.35,0.6205
terfenadine,4,653.6,0.6307,NA,NA,NA,NA,1005,8.772,6175,0.9455,NA,NA,12.75,0.7086
terfenadine,4,762.4,0.6623,NA,NA,NA,NA,1023,8.235,23920,0.6133,NA,NA,16.44,0.5965
terfenadine,4,613.2,0.6602,NA,NA,NA,NA,966.9,8.157,70770,0.4559,NA,NA,20.96,0.4951
terfenadine,4,670,0.67,NA,NA,NA,NA,1682,2.12,16480,0.7005,NA,NA,17.72,0.6508
terfenadine,4,675.8,0.6549,NA,NA,NA,NA,1216,4.376,7247,0.7868,NA,NA,21.55,0.8266
terfenadine,4,719.1,0.6136,NA,NA,NA,NA,1171,4.868,36580,0.552,NA,NA,13.14,0.5751
terfenadine,4,700.3,0.6277,NA,NA,NA,NA,1171,4.868,26690,0.5749,NA,NA,15.9,0.6538
terfenadine,4,695,0.6189,NA,NA,NA,NA,1171,4.868,28520,0.5739,NA,NA,16.17,0.5673
terfenadine,4,674.6,0.6562,NA,NA,NA,NA,1171,4.868,39230,0.4745,NA,NA,21.38,0.57
terfenadine,4,656,0.7066,NA,NA,NA,NA,1088,5.317,8724,0.8187,NA,NA,33.29,0.6726
terfenadine,4,721.9,0.6914,NA,NA,NA,NA,1774,2.081,9383,0.7073,NA,NA,16.5,0.6628
terfenadine,4,699.5,0.6052,NA,NA,NA,NA,2588,1.423,33590,0.5124,NA,NA,11.69,0.5567
terfenadine,4,727.7,0.6862,NA,NA,NA,NA,2588,1.423,6136,0.9748,NA,NA,12.32,0.6402
terfenadine,4,674,0.6853,NA,NA,NA,NA,2588,1.423,11380,0.759,NA,NA,14.73,0.5585
terfenadine,4,708.4,0.6856,NA,NA,NA,NA,3719,1.248,7266,0.8183,NA,NA,24.74,0.4434
terfenadine,4,697.2,0.6625,NA,NA,NA,NA,3189,1.402,28470,0.5473,NA,NA,12.59,0.5789
terfenadine,4,747.2,0.6732,NA,NA,NA,NA,4532,1.048,12320,0.7352,NA,NA,17.79,0.6258
terfenadine,4,701.1,0.6595,NA,NA,NA,NA,3880,1.226,3721,1.277,NA,NA,14.73,0.7581
terfenadine,4,766,0.6437,NA,NA,NA,NA,5442,1.019,7028,0.8967,NA,NA,21.01,0.6384
terfenadine,4,722.5,0.6858,NA,NA,NA,NA,5442,1.019,13310,0.6547,NA,NA,21.03,0.6148
terfenadine,4,645.9,0.6524,NA,NA,NA,NA,5975,1.073,19950,0.603,NA,NA,25.18,0.5119
terfenadine,4,692.4,0.6608,NA,NA,NA,NA,6108,0.8373,149100,0.3875,NA,NA,23,0.4965
terfenadine,4,669.7,0.704,NA,NA,NA,NA,5633,0.896,103100,0.4273,NA,NA,16.72,0.8275
terfenadine,4,704.3,0.6747,NA,NA,NA,NA,5633,0.896,38080,0.5293,NA,NA,30.82,0.4582
terfenadine,4,772.4,0.615,NA,NA,NA,NA,5633,0.896,26200,0.5443,NA,NA,17.84,0.4927
terfenadine,4,708.2,0.6911,NA,NA,NA,NA,5633,0.896,16270,0.6667,NA,NA,15.15,0.6577
terfenadine,4,731.4,0.6743,NA,NA,NA,NA,1655,2.058,4587,1.045,NA,NA,19.64,0.7153
terfenadine,4,714.7,0.683,NA,NA,NA,NA,1009,7.305,5652,0.8995,NA,NA,14.24,0.5695
terfenadine,4,772.4,0.6426,NA,NA,NA,NA,1023,7.098,18280,0.6495,NA,NA,18.9,0.5496
terfenadine,4,755.7,0.6454,NA,NA,NA,NA,1093,6.127,5017,1.02,NA,NA,19.98,0.7363
terfenadine,4,680.7,0.662,NA,NA,NA,NA,1321,3.601,5365,1.028,NA,NA,15.07,0.5405
terfenadine,4,707.5,0.6762,NA,NA,NA,NA,1351,3.34,7804,0.7375,NA,NA,40.54,0.5003
terfenadine,4,668.3,0.7081,NA,NA,NA,NA,1986,2.236,7335,0.855,NA,NA,21.25,0.6577
